Entity,Label
entre,OBJECT
as,OBJECT
milícias,PERSON
do,OBJECT
Jordão,LOCATION
malvina,OBJECT
e,OBJECT
nova,OBJECT
aurora,OBJECT
estão,OBJECT
circulando,OBJECT
com,OBJECT
uma,OBJECT
land,OBJECT
rover,OBJECT
roubada,OBJECT
Vermelha,OBJECT
na,OBJECT
comunidade,PERSON
nova,OBJECT
aurora,OBJECT
",",OBJECT
e,OBJECT
ameaçando,OBJECT
moderadores,PERSON
que,OBJECT
se,OBJECT
recusam,OBJECT
a,OBJECT
pagar,OBJECT
a,OBJECT
taxa,OBJECT
de,OBJECT
segurança,OBJECT
inclusive,OBJECT
alguns,PERSON
já,OBJECT
foram,OBJECT
expulsos,OBJECT
de,OBJECT
suas,OBJECT
próprias,OBJECT
casas,LOCATION
",",OBJECT
esbugalhados,OBJECT
e,OBJECT
desmoralizado,OBJECT
na,OBJECT
frente,OBJECT
da,OBJECT
família,PERSON
isso,OBJECT
não,OBJECT
pode,OBJECT
mais,OBJECT
continuar,OBJECT
",",OBJECT
tão,OBJECT
botando,OBJECT
o,OBJECT
terror,OBJECT
em,OBJECT
todo,OBJECT
mundo,LOCATION
e,OBJECT
tiro,OBJECT
todo,OBJECT
dia,OBJECT
ataques,OBJECT
constantes,OBJECT
do,OBJECT
rival,OBJECT
aqui,OBJECT
",",OBJECT
sem,OBJECT
contar,OBJECT
a,OBJECT
venda,OBJECT
da,OBJECT
associação,ORGANIZATION
de,OBJECT
moradores,PERSON
para,OBJECT
fins,OBJECT
comerciais,OBJECT
nos,OBJECT
ajudem,OBJECT
por,OBJECT
favor,OBJECT
",",OBJECT
o,OBJECT
nome,OBJECT
dos,OBJECT
milicianos,PERSON
",",OBJECT
tota,OBJECT
e,OBJECT
acrisio,OBJECT
Não,OBJECT
aguentamos,OBJECT
mais,OBJECT
tanta,OBJECT
humilhação,OBJECT
Há,OBJECT
suspeita,OBJECT
de,OBJECT
que,OBJECT
estão,OBJECT
envolvidos,OBJECT
com,OBJECT
assassinatos,OBJECT
de,OBJECT
PMs,PERSON
3,OBJECT
jovens,PERSON
um,OBJECT
armado,OBJECT
na,OBJECT
esquina,LOCATION
da,OBJECT
rua,LOCATION
aldrovando,OBJECT
pena,OBJECT
com,OBJECT
nonato,OBJECT
Farias,OBJECT
",",OBJECT
mais,OBJECT
2,OBJECT
no,OBJECT
final,OBJECT
da,OBJECT
aldrovando,OBJECT
pena,OBJECT
na,OBJECT
altura,OBJECT
do,OBJECT
beco,OBJECT
de,OBJECT
baixo,OBJECT
de,OBJECT
maneira,OBJECT
que,OBJECT
eles,OBJECT
mantêm,OBJECT
contato,OBJECT
visual,OBJECT
entre,OBJECT
si,OBJECT
",",OBJECT
e,OBJECT
mais,OBJECT
2,OBJECT
no,OBJECT
beco,OBJECT
de,OBJECT
cima,OBJECT
que,OBJECT
sai,OBJECT
na,OBJECT
escadaria,LOCATION
da,OBJECT
Girão,OBJECT
Barroso,OBJECT
",",OBJECT
sendo,OBJECT
esses,OBJECT
dois,OBJECT
últimos,OBJECT
portadores,PERSON
das,OBJECT
drogas,OBJECT
que,OBJECT
estão,OBJECT
sendo,OBJECT
vendidas,OBJECT
e,OBJECT
que,OBJECT
monitoram,OBJECT
o,OBJECT
acesso,OBJECT
por,OBJECT
essa,OBJECT
rua,LOCATION
noite,OBJECT
e,OBJECT
dia,OBJECT
",",OBJECT
localidade,LOCATION
conhecida,OBJECT
como,OBJECT
favelinha,OBJECT
",",OBJECT
as,OBJECT
3,OBJECT
ruas,LOCATION
mencionadas,OBJECT
tem,OBJECT
barricadas,OBJECT
.,OBJECT
PS,OBJECT
.,OBJECT
Por,OBJECT
gentileza,OBJECT
pedir,OBJECT
aos,OBJECT
policiais,PERSON
não,OBJECT
chegarem,OBJECT
na,OBJECT
comunidade,LOCATION
e,OBJECT
ficar,OBJECT
explanado,OBJECT
que,OBJECT
estão,OBJECT
ali,OBJECT
por,OBJECT
conta,OBJECT
de,OBJECT
disque,OBJECT
denúncia,OBJECT
ou,OBJECT
qualquer,OBJECT
outro,OBJECT
tipo,OBJECT
de,OBJECT
denúncia,OBJECT
",",OBJECT
de,OBJECT
maneira,OBJECT
que,OBJECT
os,OBJECT
tralhas,OBJECT
não,OBJECT
fiquem,OBJECT
oprimindo,OBJECT
os,OBJECT
depois,OBJECT
",",OBJECT
infelizmente,OBJECT
nós,OBJECT
moradores,PERSON
somos,OBJECT
obrigados,OBJECT
até,OBJECT
a,OBJECT
fingir,OBJECT
que,OBJECT
está,OBJECT
tudo,OBJECT
bem,OBJECT
",",OBJECT
se,OBJECT
um,OBJECT
tralha,OBJECT
desses,OBJECT
corre,OBJECT
pra,OBJECT
dentro,OBJECT
de,OBJECT
nossa,OBJECT
casa,LOCATION
e,OBJECT
o,OBJECT
expulsamos,OBJECT
por,OBJECT
exemplo,OBJECT
na,OBJECT
melhor,OBJECT
das,OBJECT
hipóteses,OBJECT
seremos,OBJECT
expulsos,OBJECT
",",OBJECT
na,OBJECT
pior,OBJECT
somos,OBJECT
assassinados,OBJECT
e,OBJECT
seremos,OBJECT
mais,OBJECT
um,OBJECT
número,OBJECT
nas,OBJECT
estatísticas,OBJECT
.,OBJECT
Traficante,PERSON
de,OBJECT
Santa,OBJECT
Luzia,OBJECT
São,OBJECT
Gonçalo,OBJECT
Bandidos,PERSON
roubando,OBJECT
no,OBJECT
Parque,LOCATION
São,OBJECT
Luís,OBJECT
Coelho,OBJECT
Neto,OBJECT
",",OBJECT
tiroteio,OBJECT
itenso,OBJECT
"""",OBJECT
"""",OBJECT
Vossa,OBJECT
Excelência,OBJECT
",",OBJECT
Solicito,OBJECT
",",OBJECT
em,OBJECT
caracter,OBJECT
iminente,OBJECT
",",OBJECT
impossibilitar,OBJECT
ao,OBJECT
conter,OBJECT
uso,OBJECT
de,OBJECT
armas,OBJECT
em,OBJECT
quaisquer,OBJECT
circunstâncias,OBJECT
.,OBJECT
Como,OBJECT
também,OBJECT
",",OBJECT
tutela,OBJECT
sob,OBJECT
bem,OBJECT
jurídico,OBJECT
de,OBJECT
abuso,OBJECT
de,OBJECT
relativa,OBJECT
incapacidade,OBJECT
civil,OBJECT
e,OBJECT
penal,OBJECT
"""",OBJECT
"""",OBJECT
Vossa,OBJECT
Excelência,OBJECT
",",OBJECT
Informo,OBJECT
que,OBJECT
sou,OBJECT
ex,OBJECT
do,OBJECT
registro,OBJECT
civil,OBJECT
de,OBJECT
n,OBJECT
.,OBJECT
217822709,OBJECT
na,OBJECT
seguinte,OBJECT
situação,OBJECT
de,OBJECT
vulnerabilidade,OBJECT
frequente,OBJECT
em,OBJECT
favela,LOCATION
da,OBJECT
Tijuca,LOCATION
:,OBJECT
Induzido,OBJECT
à,OBJECT
homicídios,OBJECT
e,OBJECT
outros,OBJECT
delitos,OBJECT
devido,OBJECT
imputação,OBJECT
ou,OBJECT
imposição,OBJECT
de,OBJECT
dolo,OBJECT
durante,OBJECT
embriaguez,OBJECT
.,OBJECT
Cegueira,OBJECT
própria,OBJECT
e,OBJECT
discernimento,OBJECT
reduzido,OBJECT
invertidos,OBJECT
sob,OBJECT
efeito,OBJECT
de,OBJECT
feitiço,OBJECT
ou,OBJECT
substância,OBJECT
psicoativa,OBJECT
ou,OBJECT
psicotrópico,OBJECT
.,OBJECT
Invasão,OBJECT
de,OBJECT
domicílio,OBJECT
durante,OBJECT
sono,OBJECT
irregular,OBJECT
de,OBJECT
sintomas,OBJECT
de,OBJECT
concussão,OBJECT
cerebral,OBJECT
Muitos,OBJECT
veículos,OBJECT
roubado,OBJECT
",",OBJECT
todo,OBJECT
dia,OBJECT
marginais,OBJECT
estão,OBJECT
com,OBJECT
um,OBJECT
carro,OBJECT
diferente,OBJECT
tenho,OBJECT
pena,OBJECT
das,OBJECT
pessoas,PERSON
que,OBJECT
tem,OBJECT
o,OBJECT
seu,OBJECT
bem,OBJECT
roubado,OBJECT
",",OBJECT
como,OBJECT
já,OBJECT
fui,OBJECT
vítima,PERSON
da,OBJECT
violência,OBJECT
e,OBJECT
também,OBJECT
tive,OBJECT
meu,OBJECT
veículo,OBJECT
roubado,OBJECT
estou,OBJECT
aqui,OBJECT
para,OBJECT
fazer,OBJECT
essa,OBJECT
denúncia,OBJECT
.,OBJECT
Oi,OBJECT
vem,OBJECT
a,OBJECT
través,OBJECT
desse,OBJECT
ap,OBJECT
fala,OBJECT
pra,OBJECT
polícia,ORGANIZATION
que,OBJECT
amanhã,OBJECT
u,OBJECT
bandido,OBJECT
d,OBJECT
.,OBJECT
L,OBJECT
vai,OBJECT
está,OBJECT
na,OBJECT
casa,LOCATION
na,OBJECT
rua,LOCATION
Sidney,OBJECT
no,OBJECT
conjunto,OBJECT
boa,OBJECT
esperança,OBJECT
amanhã,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
ele,OBJECT
vai,OBJECT
está,OBJECT
lá,OBJECT
ele,OBJECT
tá,OBJECT
deveno,OBJECT
cadeia,LOCATION
.,OBJECT
.,OBJECT
.,OBJECT
mais,OBJECT
presta,OBJECT
á,OBJECT
tenção,OBJECT
vai,OBJECT
ter,OBJECT
criança,PERSON
na,OBJECT
casa,LOCATION
também,OBJECT
vai,OBJECT
com,OBJECT
cuidador,PERSON
.,OBJECT
ele,OBJECT
só,OBJECT
anda,OBJECT
armado,OBJECT
cuidados,OBJECT
policias,ORGANIZATION
.,OBJECT
.,OBJECT
ele,OBJECT
vai,OBJECT
dormi,OBJECT
lá,OBJECT
amanhã,OBJECT
divido,OBJECT
u,OBJECT
plantão,OBJECT
dele,OBJECT
e,OBJECT
da,OBJECT
noite,OBJECT
.,OBJECT
.,OBJECT
entendeu,OBJECT
?,OBJECT
Vai,OBJECT
ser,OBJECT
a,OBJECT
hora,OBJECT
e,OBJECT
u,OBJECT
momento,OBJECT
pra,OBJECT
coloca,OBJECT
a,OBJECT
mão,OBJECT
nessa,OBJECT
merda,OBJECT
.,OBJECT
.,OBJECT
ele,OBJECT
falou,OBJECT
q,OBJECT
vai,OBJECT
ir,OBJECT
pra,OBJECT
essa,OBJECT
casa,LOCATION
11,OBJECT
horas,OBJECT
da,OBJECT
manhã,OBJECT
1,OBJECT
hor,OBJECT
da,OBJECT
tarde,OBJECT
sera,OBJECT
a,OBJECT
hora,OBJECT
certa,OBJECT
pra,OBJECT
pega,OBJECT
ele,OBJECT
dormindo,OBJECT
.,OBJECT
vamos,OBJECT
pra,OBJECT
cima,OBJECT
dele,OBJECT
20,OBJECT
polícia,ORGANIZATION
militar,OBJECT
Horas,OBJECT
boa,OBJECT
para,OBJECT
pegar,OBJECT
os,OBJECT
vagabundos,PERSON
e,OBJECT
duas,OBJECT
da,OBJECT
manha,OBJECT
vindo,OBJECT
por,OBJECT
cima,OBJECT
da,OBJECT
fua,OBJECT
aporuna,OBJECT
ou,OBJECT
oitos,OBJECT
horas,OBJECT
da,OBJECT
manha,OBJECT
nao,OBJECT
aguentamos,OBJECT
mais,OBJECT
tanto,OBJECT
tiro,OBJECT
por,OBJECT
alto,OBJECT
nossos,OBJECT
direitos,OBJECT
de,OBJECT
ir,OBJECT
e,OBJECT
vim,OBJECT
nao,OBJECT
temos,OBJECT
mais,OBJECT
acabou,OBJECT
a,OBJECT
paz,OBJECT
queremos,OBJECT
ajudar,OBJECT
da,OBJECT
policia,ORGANIZATION
ja,OBJECT
liguei,OBJECT
ja,OBJECT
fui,OBJECT
pessoalmente,OBJECT
agora,OBJECT
so,OBJECT
falta,OBJECT
vcs,OBJECT
vim,OBJECT
e,OBJECT
acaba,OBJECT
com,OBJECT
a,OBJECT
poiuca,OBJECT
vegonha,OBJECT
aproveits,OBJECT
que,OBJECT
eled,OBJECT
sa,OBJECT
estao,OBJECT
aqui,OBJECT
um,OBJECT
mes,OBJECT
ainda,OBJECT
esta,OBJECT
em,OBJECT
tempo,OBJECT
de,OBJECT
acaba,OBJECT
com,OBJECT
este,OBJECT
vagabundos,PERSON
conto,OBJECT
com,OBJECT
Deus,PERSON
e,OBJECT
depois,OBJECT
com,OBJECT
vcs,OBJECT
socorro,OBJECT
polica,OBJECT
urgente,OBJECT
rua,LOCATION
taurus,OBJECT
proximo,OBJECT
ao,OBJECT
lango,OBJECT
da,OBJECT
foice,OBJECT
longo,OBJECT
na,OBJECT
estrada,OBJECT
urgente,OBJECT
contamos,OBJECT
com,OBJECT
a,OBJECT
ajudar,OBJECT
de,OBJECT
vcs,OBJECT
que,OBJECT
Deus,PERSON
abençoe,OBJECT
a,OBJECT
cada,OBJECT
um,PERSON
que,OBJECT
vinhe,OBJECT
dando,OBJECT
livramento,OBJECT
a,OBJECT
vcs,OBJECT
quem,OBJECT
tem,OBJECT
que,OBJECT
ir,OBJECT
pro,OBJECT
inferno,OBJECT
sao,OBJECT
este,OBJECT
vagabundos,PERSON
que,OBJECT
esta,OBJECT
tirando,OBJECT
nossa,OBJECT
paz,OBJECT
Boca,OBJECT
de,OBJECT
fumo,OBJECT
iniciando,OBJECT
em,OBJECT
granjas,OBJECT
cabuçu,OBJECT
.,OBJECT
Moradores,PERSON
são,OBJECT
obrigados,OBJECT
a,OBJECT
piscar,OBJECT
o,OBJECT
farol,OBJECT
e,OBJECT
passar,OBJECT
de,OBJECT
cabeça,OBJECT
baixa,OBJECT
.,OBJECT
Correqueiramente,OBJECT
dão,OBJECT
tiro,OBJECT
para,OBJECT
o,OBJECT
alto,OBJECT
para,OBJECT
intimidar,OBJECT
.,OBJECT
Diversos,OBJECT
bandidos,PERSON
da,OBJECT
favela,LOCATION
nova,OBJECT
Holanda,LOCATION
estão,OBJECT
abrigados,OBJECT
e,OBJECT
traficando,OBJECT
aqui,OBJECT
na,OBJECT
região,LOCATION
.,OBJECT
.,OBJECT
.,OBJECT
Estao,OBJECT
muito,OBJECT
bem,OBJECT
armados,OBJECT
e,OBJECT
estão,OBJECT
impondo,OBJECT
toque,OBJECT
de,OBJECT
recolher,OBJECT
e,OBJECT
ate,OBJECT
impedindo,OBJECT
que,OBJECT
pessoas,PERSON
conhecidas,OBJECT
nos,OBJECT
visite,OBJECT
.,OBJECT
Bairro,LOCATION
Tribobó,OBJECT
são,OBJECT
Gonçalo,OBJECT
da,OBJECT
atrás,OBJECT
da,OBJECT
igreja,LOCATION
assembléia,OBJECT
de,OBJECT
Deus,PERSON
mulher,PERSON
de,OBJECT
aparente,OBJECT
1,OBJECT
",",OBJECT
70,OBJECT
de,OBJECT
altura,OBJECT
idade,OBJECT
cabelos,OBJECT
cacheados,OBJECT
curtos,OBJECT
morena,OBJECT
ela,OBJECT
é,OBJECT
olheira,OBJECT
fica,OBJECT
atrás,OBJECT
desta,OBJECT
igreja,LOCATION
na,OBJECT
rua,LOCATION
Dalva,OBJECT
raposo,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
Rua,LOCATION
Aníbal,OBJECT
benévolo,OBJECT
35,OBJECT
em,OBJECT
cima,OBJECT
da,OBJECT
Lage,ORGANIZATION
6,OBJECT
homem,PERSON
armado,OBJECT
de,OBJECT
pistola,OBJECT
e,OBJECT
fuzil,OBJECT
essa,OBJECT
boca,OBJECT
aqui,OBJECT
já,OBJECT
é,OBJECT
velha,OBJECT
conhecida,OBJECT
da,OBJECT
Polícia,ORGANIZATION
e,OBJECT
se,OBJECT
vcs,OBJECT
vim,OBJECT
de,OBJECT
viatura,OBJECT
não,OBJECT
pega,OBJECT
ninguém,PERSON
pq,OBJECT
fica,OBJECT
cheio,OBJECT
olheiro,OBJECT
nas,OBJECT
ruas,LOCATION
Carmo,OBJECT
neto,OBJECT
sao,OBJECT
martins,OBJECT
e,OBJECT
presidente,PERSON
Barroso,OBJECT
Quando,OBJECT
a,OBJECT
viatura,OBJECT
vem,OBJECT
os,OBJECT
gansos,OBJECT
sair,OBJECT
por,OBJECT
cima,OBJECT
da,OBJECT
Lage,ORGANIZATION
Quero,OBJECT
relatar,OBJECT
sobre,OBJECT
o,OBJECT
baile,OBJECT
funk,OBJECT
no,OBJECT
bairro,LOCATION
Paraiso,OBJECT
",",OBJECT
cidade,LOCATION
Sao,OBJECT
Goncalo,OBJECT
na,OBJECT
regiao,OBJECT
da,OBJECT
UERJ,ORGANIZATION
FFP,OBJECT
comeca,OBJECT
no,OBJECT
inicio,OBJECT
da,OBJECT
madrugada,OBJECT
de,OBJECT
quarta-feira,OBJECT
e,OBJECT
tem,OBJECT
ido,OBJECT
quase,OBJECT
até,OBJECT
de,OBJECT
manha,OBJECT
(,OBJECT
das,OBJECT
23,OBJECT
:,OBJECT
00,OBJECT
até,OBJECT
as,OBJECT
06,OBJECT
da,OBJECT
manha,OBJECT
),OBJECT
.,OBJECT
Desde,OBJECT
o,OBJECT
ano,OBJECT
passado,OBJECT
acontecia,OBJECT
seguidamente,OBJECT
semana,OBJECT
apos,OBJECT
semana,OBJECT
atrapalhando,OBJECT
o,OBJECT
sono,OBJECT
de,OBJECT
todo,OBJECT
mundo,OBJECT
!,OBJECT
Isso,OBJECT
é,OBJECT
um,OBJECT
desrespeito,OBJECT
",",OBJECT
com,OBJECT
quem,OBJECT
trabalha,OBJECT
/,OBJECT
estuda,OBJECT
cedo,OBJECT
.,OBJECT
Provavelmente,OBJECT
é,OBJECT
promovido,OBJECT
pelos,OBJECT
bandidos,PERSON
do,OBJECT
morro,LOCATION
do,OBJECT
Feijao,OBJECT
com,OBJECT
ligacao,OBJECT
com,OBJECT
o,OBJECT
Comando,ORGANIZATION
Vermelho,OBJECT
.,OBJECT
Os,OBJECT
proprios,OBJECT
bandidos,PERSON
divulgam,OBJECT
a,OBJECT
filiacao,OBJECT
e,OBJECT
desafiam,OBJECT
a,OBJECT
policia,ORGANIZATION
abertamente,OBJECT
.,OBJECT
Vista,OBJECT
uma,OBJECT
moto,OBJECT
depenada,OBJECT
próximo,OBJECT
de,OBJECT
minha,OBJECT
residência,LOCATION
",",OBJECT
com,OBJECT
características,OBJECT
de,OBJECT
produto,OBJECT
de,OBJECT
roubo,OBJECT
/,OBJECT
furto,OBJECT
.,OBJECT
Yamaha,ORGANIZATION
ybr,OBJECT
roxa,OBJECT
Sem,OBJECT
placa,OBJECT
e,OBJECT
chassi,OBJECT
omitido,OBJECT
pela,OBJECT
tranca,OBJECT
do,OBJECT
guidão,OBJECT
da,OBJECT
moto,OBJECT
Muito,OBJECT
obrigado,OBJECT
graças,OBJECT
a,OBJECT
Deus,PERSON
e,OBJECT
a,OBJECT
vcs,OBJECT
hoje,OBJECT
estamos,OBJECT
em,OBJECT
paz,OBJECT
acabou,OBJECT
o,OBJECT
trafico,OBJECT
aqui,OBJECT
na,OBJECT
Rua,LOCATION
taurus,OBJECT
ayres,OBJECT
Rua,LOCATION
leo,OBJECT
Rua,OBJECT
aporuna,OBJECT
.,OBJECT
.,OBJECT
mais,OBJECT
ainda,OBJECT
redtou,OBJECT
um,OBJECT
que,OBJECT
naó,OBJECT
esta,OBJECT
diretamente,OBJECT
com,OBJECT
drogas,OBJECT
mais,OBJECT
da,OBJECT
apoio,OBJECT
ao,OBJECT
trafico,OBJECT
empresta,OBJECT
a,OBJECT
casa,LOCATION
para,OBJECT
os,OBJECT
vagabundos,PERSON
dormi,OBJECT
guarda,OBJECT
Arma,OBJECT
guarda,OBJECT
drogas,OBJECT
.,OBJECT
.,OBJECT
ser,OBJECT
ele,OBJECT
nao,OBJECT
morrey,OBJECT
ou,OBJECT
for,OBJECT
preso,OBJECT
vai,OBJECT
arruma,OBJECT
outros,OBJECT
vagabundos,PERSON
para,OBJECT
apoia,OBJECT
nome,OBJECT
dele,OBJECT
william,OBJECT
apelido,OBJECT
nego,OBJECT
zú,OBJECT
.,OBJECT
Rua,LOCATION
taurus,OBJECT
lote,OBJECT
6,OBJECT
quarda,OBJECT
nos,OBJECT
fundo,OBJECT
do,OBJECT
quintal,OBJECT
ultima,OBJECT
casa,LOCATION
do,OBJECT
quital,OBJECT
Estou,OBJECT
por,OBJECT
muito,OBJECT
tempo,OBJECT
informando,OBJECT
a,OBJECT
polícia,ORGANIZATION
militar,OBJECT
sobre,OBJECT
corpos,OBJECT
sendo,OBJECT
enterrado,OBJECT
aos,OBJECT
fundos,OBJECT
dá,OBJECT
favela,LOCATION
dá,OBJECT
rainha,OBJECT
dá,OBJECT
sucata,OBJECT
em,OBJECT
cabo,OBJECT
frio,OBJECT
por,OBJECT
traficantes,PERSON
procurado,OBJECT
pela,OBJECT
PM,ORGANIZATION
do,OBJECT
estado,LOCATION
.,OBJECT
.,OBJECT
.,OBJECT
Baiano,PERSON
",",OBJECT
",",OBJECT
t2,OBJECT
entre,OBJECT
outros,OBJECT
nada,OBJECT
é,OBJECT
feito,OBJECT
.,OBJECT
.,OBJECT
Sendo,OBJECT
esses,OBJECT
traficantes,PERSON
que,OBJECT
estão,OBJECT
atirando,OBJECT
com,OBJECT
a,OBJECT
polícia,ORGANIZATION
quando,OBJECT
estao,OBJECT
adentrando,OBJECT
a,OBJECT
comunidade,PERSON
.,OBJECT
Pessoal,PERSON
solução,OBJECT
por,OBJECT
parte,OBJECT
da,OBJECT
policia,ORGANIZATION
militar,OBJECT
.,OBJECT
Obs,OBJECT
:,OBJECT
esses,OBJECT
traficantes,PERSON
estão,OBJECT
matando,OBJECT
moradores,PERSON
e,OBJECT
colocando,OBJECT
aos,OBJECT
fundos,OBJECT
dá,OBJECT
comunidade,PERSON
atrás,OBJECT
de,OBJECT
uma,OBJECT
capela,OBJECT
de,OBJECT
são,OBJECT
Jorge,PERSON
ao,OBJECT
lado,OBJECT
direito,OBJECT
.,OBJECT
.,OBJECT
Também,OBJECT
vale,OBJECT
lembrar,OBJECT
que,OBJECT
ele,OBJECT
estão,OBJECT
matando,OBJECT
crianças,PERSON
",",OBJECT
mulheres,PERSON
grávidas,OBJECT
e,OBJECT
idosos,PERSON
caso,OBJECT
não,OBJECT
deixem,OBJECT
suas,OBJECT
casas,LOCATION
para,OBJECT
ele,OBJECT
morarem,OBJECT
quando,OBJECT
chegarem,OBJECT
do,OBJECT
estado,LOCATION
do,OBJECT
Rio,LOCATION
de,OBJECT
Janeiro,OBJECT
.,OBJECT
Tenho,OBJECT
conhecimento,OBJECT
que,OBJECT
a,OBJECT
PM,ORGANIZATION
junto,OBJECT
com,OBJECT
o,OBJECT
corpo,OBJECT
de,OBJECT
bombeiros,PERSON
pode,OBJECT
achar,OBJECT
esses,OBJECT
corpos,OBJECT
e,OBJECT
assim,OBJECT
todas,OBJECT
as,OBJECT
famílias,PERSON
denuncia,OBJECT
esses,OBJECT
elementos,OBJECT
que,OBJECT
estão,OBJECT
matando,OBJECT
pessoal,PERSON
nesta,OBJECT
comunicação,OBJECT
conhecida,OBJECT
como,OBJECT
rainha,OBJECT
dá,OBJECT
sucata,OBJECT
",",OBJECT
boca,OBJECT
do,OBJECT
mato,OBJECT
aonde,OBJECT
atacaram,OBJECT
resentemente,OBJECT
PM,ORGANIZATION
em,OBJECT
trabalho,OBJECT
.,OBJECT
"""",OBJECT
"""",OBJECT
Traficantes,PERSON
do,OBJECT
comando,OBJECT
vermelho,OBJECT
na,OBJECT
favelinha,OBJECT
no,OBJECT
vila,OBJECT
3,OBJECT
recuaram,OBJECT
a,OBJECT
boca,OBJECT
durante,OBJECT
o,OBJECT
dia,OBJECT
que,OBJECT
está,OBJECT
ficando,OBJECT
no,OBJECT
final,OBJECT
da,OBJECT
aldrovando,OBJECT
pena,OBJECT
no,OBJECT
trayller,OBJECT
ou,OBJECT
no,OBJECT
Flamengo,ORGANIZATION
na,OBJECT
rua,LOCATION
Araguaia,OBJECT
",",OBJECT
a,OBJECT
noite,OBJECT
eles,OBJECT
descem,OBJECT
para,OBJECT
a,OBJECT
Nonato,OBJECT
Farias,OBJECT
e,OBJECT
se,OBJECT
misturam,OBJECT
aos,OBJECT
incautos,PERSON
moradores,PERSON
sem,OBJECT
armas,OBJECT
e,OBJECT
com,OBJECT
as,OBJECT
drogas,OBJECT
escondidas,OBJECT
",",OBJECT
ficam,OBJECT
sentados,OBJECT
de,OBJECT
frente,OBJECT
pro,OBJECT
bar,LOCATION
do,OBJECT
",",OBJECT
parabéns,OBJECT
pela,OBJECT
perseverança,OBJECT
de,OBJECT
todos,OBJECT
vcs,OBJECT
policiais,PERSON
do,OBJECT
7,OBJECT
°,OBJECT
que,OBJECT
apesar,OBJECT
de,OBJECT
toda,OBJECT
dificuldade,OBJECT
não,OBJECT
desistiram,OBJECT
de,OBJECT
lutar,OBJECT
nós,OBJECT
moradores,PERSON
de,OBJECT
bem,OBJECT
chefes,PERSON
de,OBJECT
família,PERSON
não,OBJECT
compactuamos,OBJECT
com,OBJECT
essa,OBJECT
marginalidade,OBJECT
",",OBJECT
e,OBJECT
a,OBJECT
cada,OBJECT
notícia,OBJECT
que,OBJECT
recebemos,OBJECT
do,OBJECT
êxito,OBJECT
de,OBJECT
vcs,OBJECT
em,OBJECT
prender,OBJECT
um,OBJECT
marginal,OBJECT
na,OBJECT
nossa,OBJECT
ficamos,OBJECT
muito,OBJECT
felizes,OBJECT
",",OBJECT
aos,OBJECT
P2,OBJECT
meus,OBJECT
parabéns,OBJECT
vcs,OBJECT
estão,OBJECT
fazendo,OBJECT
história,OBJECT
aqui,OBJECT
a,OBJECT
marginalidade,OBJECT
anda,OBJECT
assombrada,OBJECT
com,OBJECT
os,OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
mendigos,PERSON
"""",OBJECT
"""",OBJECT
"""",OBJECT
"""",OBJECT
kkkkkkkkk,OBJECT
que,OBJECT
Deus,PERSON
os,OBJECT
proteja,OBJECT
e,OBJECT
abençoe,OBJECT
",",OBJECT
sei,OBJECT
que,OBJECT
por,OBJECT
conta,OBJECT
da,OBJECT
demanda,OBJECT
é,OBJECT
quase,OBJECT
impossível,OBJECT
mas,OBJECT
desde,OBJECT
já,OBJECT
os,OBJECT
convido,OBJECT
a,OBJECT
visitarem,OBJECT
nossa,OBJECT
comunidade,PERSON
todos,OBJECT
os,OBJECT
dias,OBJECT
se,OBJECT
possível,OBJECT
pelo,OBJECT
menos,OBJECT
3,OBJECT
x,OBJECT
ao,OBJECT
dia,OBJECT
parabéns,OBJECT
pelo,OBJECT
excelente,OBJECT
trabalho,OBJECT
",",OBJECT
nós,OBJECT
precisamos,OBJECT
de,OBJECT
vcs,OBJECT
embora,OBJECT
fique,OBJECT
difícil,OBJECT
expressar,OBJECT
nossa,OBJECT
gratidão,OBJECT
vcs,OBJECT
são,OBJECT
nossos,OBJECT
heróis,PERSON
",",OBJECT
o,OBJECT
cumprimento,OBJECT
que,OBJECT
não,OBJECT
posso,OBJECT
fazer,OBJECT
substitui,OBJECT
por,OBJECT
uma,OBJECT
oração,OBJECT
por,OBJECT
vocês,OBJECT
e,OBJECT
seus,OBJECT
familiares,PERSON
.,OBJECT
"""",OBJECT
"""",OBJECT
Ta,OBJECT
ele,OBJECT
aqui,OBJECT
perereca,OBJECT
vando,OBJECT
ai,OBJECT
o,OBJECT
fazendo,OBJECT
o,OBJECT
inferno,OBJECT
aqui,OBJECT
na,OBJECT
esquina,LOCATION
da,OBJECT
minha,OBJECT
casa,LOCATION
dando,OBJECT
tiro,OBJECT
e,OBJECT
andando,OBJECT
de,OBJECT
moto,OBJECT
q,OBJECT
loucura,OBJECT
Jesus,PERSON
Queremos,OBJECT
denunciar,OBJECT
o,OBJECT
tráfico,OBJECT
de,OBJECT
drogas,OBJECT
que,OBJECT
vem,OBJECT
acontecendo,OBJECT
na,OBJECT
rua,LOCATION
José,OBJECT
Marques,OBJECT
centro,OBJECT
queimados,OBJECT
rj,OBJECT
",",OBJECT
pelo,OBJECT
ex,OBJECT
presiario,PERSON
Natan,PERSON
",",OBJECT
filho,PERSON
